Passengers;Revision;Temperature_Midday;Sunshine_Percentage;Snow_5Days;Temperature_Deviation;Temperature_Max;Temperature_Min;Temperature_Evening;Precipiation_5Days;Precipiation;Wind;Holiday;Special_Event;Year;Day_in_Month;Day;Month
1291;0;7.7;0;0;0;8.2;4.1;6.7;9;0;10.1;0;0;2009;30;Monday;March
1663;0;5.9;0;0;-0.3;7.4;4.6;6.9;6.8;0;5.4;0;0;2009;31;Tuesday;March
1363;0;8.1;0;0;0.8;9.1;5.3;8.1;5.2;0;5.3;0;0;2009;1;Wednesday;April
1326;0;11.3;12;0;3.5;14.8;6.6;12.6;0.2;0;5;0;0;2009;2;Thursday;April
2666;0;15;53;0;5;17.2;6.4;14.3;0;0;7.2;0;0;2009;3;Friday;April
3526;0;14.5;50;0;4.7;17;6;15.1;0;0;6.6;0;0;2009;4;Saturday;April
5984;0;16.4;65;0;5;18.2;6.1;16.3;0;0;5.3;0;0;2009;5;Sunday;April
2953;0;16.8;79;0;5.5;19.9;5.3;17.6;0;0;6.1;0;0;2009;6;Monday;April
3138;0;19.1;90;0;6.6;20.7;5.3;17.4;0;0;7.6;0;0;2009;7;Tuesday;April
2201;0;15.5;32;0;5.9;17.8;9.1;16.2;0;0;6.1;0;0;2009;8;Wednesday;April
2768;0;16.9;94;0;5.5;20;5.5;17.8;0;0;4.9;0;0;2009;9;Thursday;April
14758;0;19.4;99;0;7.4;21.3;5;19;0;0;16;1;1;2009;10;Friday;April
8825;0;19.2;94;0;8;20.9;9;19;0;0;15.4;1;1;2009;11;Saturday;April
12285;0;16.3;18;0;5.8;19.2;8.3;17.2;0;0;5.1;1;1;2009;12;Sunday;April
13542;0;18.8;80;0;6;21.6;6.1;19.2;0;0;6.5;1;1;2009;13;Monday;April
5963;0;19.5;93;0;6.1;21.9;6.6;18.9;0;0;6.1;0;0;2009;14;Tuesday;April
8023;0;20.2;86;0;7.6;22.3;6.3;19;0;0;14.3;0;0;2009;15;Wednesday;April
3116;0;17.7;25;0;3.1;17.7;6;9.1;5.6;5.6;23.9;0;0;2009;16;Thursday;April
2495;0;12.8;32;0;1.6;15.7;4.1;13.7;6.9;1.3;15.8;0;0;2009;17;Friday;April
4053;0;10.9;42;0;2.3;15.2;6.6;13.6;7.3;0.4;7.4;0;0;2009;18;Saturday;April
7871;0;11.4;27;0;1.3;15.1;4.5;13.6;12;4.7;7.1;0;0;2009;19;Sunday;April
2683;0;13.9;46;0;3.7;19;7.3;16.8;12.5;0.5;7.8;0;0;2009;20;Monday;April
3626;0;16.7;38;0;4.4;20;7.7;16.5;6.9;0;8.6;0;0;2009;21;Tuesday;April
6143;0;19.2;66;0;5.5;20.4;7.7;18;5.6;0;7;0;0;2009;22;Wednesday;April
4573;0;15;86;0;3.1;17;7;13;5.2;0;11.5;0;0;2009;23;Thursday;April
4544;0;13.4;61;0;0.6;16.6;4.2;12.9;0.5;0;11.6;0;0;2009;24;Friday;April
7363;0;19.5;92;0;4.5;22.1;3.8;17.8;0;0;12.6;0;0;2009;25;Saturday;April
10591;0;20;46;0;4.9;21.2;9.1;17.3;0;0;16.6;0;0;2009;26;Sunday;April
1481;0;11.2;0;0;1;12.4;9.5;10;3.6;2.9;7.8;0;0;2009;27;Monday;April
1580;0;8.6;0;0;-1.9;9.7;5.8;6.5;10.5;7.6;9.9;0;0;2009;28;Tuesday;April
2239;0;9.1;17;0;-1.9;12.9;5.8;10.1;12.4;1.9;11.2;0;0;2009;29;Wednesday;April
2919;0;12.8;43;0;-0.3;15.2;5.8;12.7;12.4;0;6.9;0;0;2009;30;Thursday;April
8001;0;14.3;88;0;1;18;3.8;15.6;12.5;0;6.5;0;0;2009;1;Friday;May
8385;0;14.2;16;0;1.6;17.4;9.4;13.5;10.8;2;13.7;0;0;2009;2;Saturday;May
14894;0;18.8;65;0;2.4;20.5;7.1;15.9;11;0.7;14.9;0;0;2009;3;Sunday;May
2315;0;9.3;1;0;-1.8;11.7;4.8;9.3;9.8;7.1;13;0;0;2009;4;Monday;May
3602;0;11.5;13;0;-2.6;13.4;3;12.6;9.8;0;5.5;0;0;2009;5;Tuesday;May
4168;0;20;58;0;2.9;21.9;8.6;18.2;9.7;0;13;0;0;2009;6;Wednesday;May
8630;0;20.8;98;0;4.1;23.7;6.2;19.6;7.8;0;6.9;0;0;2009;7;Thursday;May
5015;0;23.4;44;0;4.9;23.9;12.5;15.4;3.9;3.2;13.7;0;0;2009;8;Friday;May
8474;0;20.9;45;0;3.6;22.6;10.7;15.2;4.4;1.2;22.2;0;0;2009;9;Saturday;May
15659;0;21.3;49;0;5.3;22.4;10.3;20.3;4.4;0;6.2;0;0;2009;10;Sunday;May
4121;0;20.3;22;0;4.7;21;11.5;19.4;4.4;0;4.7;0;0;2009;11;Monday;May
5771;0;20;12;0;4.3;21.3;12.9;17.6;5.4;1;15.1;0;0;2009;12;Tuesday;May
4837;0;22.3;33;0;4.8;24;13;15.7;5.1;2.8;14.3;0;0;2009;13;Wednesday;May
4585;0;18.8;8;0;3.9;19.3;13.5;17.8;5.3;1.5;7.7;0;0;2009;14;Thursday;May
3989;0;16.2;5;0;1.4;17.2;10.1;13.4;7.2;1.3;10.4;0;0;2009;15;Friday;May
7055;0;15.9;46;0;1;19.2;10;17.3;7.2;0.6;5.9;0;0;2009;16;Saturday;May
16536;0;25.9;58;0;4.2;26.1;9.4;17.1;9.6;2.6;19.7;0;0;2009;17;Sunday;May
3381;0;14.5;2;0;0.7;16.7;11.4;14.8;6.7;0.8;6.3;0;0;2009;18;Monday;May
6170;0;19.4;66;0;2.8;23;9.2;20.4;5.3;0;6.1;0;0;2009;19;Tuesday;May
9235;0;25;98;0;6;27.3;10.9;24.4;3.4;0;5.4;0;0;2009;20;Wednesday;May
20892;0;25.3;50;0;7;27;14.4;23.3;3.6;0.1;8.6;1;1;2009;21;Thursday;May
12820;0;22.4;37;0;6.1;24;15.1;20.8;0.2;0.1;8.5;1;1;2009;22;Friday;May
21393;0;23.6;74;0;7;26.8;13.2;24.4;0.2;0;5.5;0;0;2009;23;Saturday;May
19367;0;29.4;77;0;11;31.8;17.8;28.1;0.2;0;12.5;0;0;2009;24;Sunday;May
9092;0;30.4;87;0;10.9;32;16.6;29;0.2;0;5.8;0;0;2009;25;Monday;May
5575;0;25.6;30;0;4.3;26.3;12.5;15.1;44;25.6;26.7;0;0;2009;26;Tuesday;May
6360;0;14.6;27;0;-1;17.5;10.1;15.6;44;18.4;6.2;0;0;2009;27;Wednesday;May
7229;0;19.5;32;0;1.6;19.8;10.9;17.7;44;0;7.1;0;0;2009;28;Thursday;May
8438;0;19.5;52;0;2.2;20.7;10.9;17.5;44;0;12.3;0;0;2009;29;Friday;May
13752;0;19.8;84;0;1.7;21.9;8.4;18.8;44;0;10.4;0;0;2009;30;Saturday;May
23804;0;19;62;0;1;20.5;10;18.4;0;0;10.9;1;1;2009;31;Sunday;May
20569;0;19.3;56;0;0.8;22;8.9;17.8;0;0;10.4;1;1;2009;1;Monday;June
8535;0;20.9;76;0;3.1;23.8;10.4;21.4;0;0;9.4;0;0;2009;2;Tuesday;June
11704;0;21.7;81;0;3.5;23.4;11.5;20.3;0;0;8.2;0;0;2009;3;Wednesday;June
12838;0;19.5;64;0;2.4;22.6;11.5;19;0;0;8.8;0;0;2009;4;Thursday;June
11294;0;20.2;58;0;1.6;22.1;9.8;19.9;2.2;1.2;6.7;0;0;2009;5;Friday;June
7184;0;14.3;3;0;-1.1;16.8;11.4;14.6;18.8;17.5;15.9;0;0;2009;6;Saturday;June
11322;0;18.9;37;0;0.7;20.1;11;18;20.3;1.6;12.6;0;0;2009;7;Sunday;June
6984;0;20.1;32;0;1.3;21.2;10.2;17.9;25.6;0.1;7.8;0;0;2009;8;Monday;June
5928;0;17.7;30;0;-0.1;19.8;11.9;15.2;40;19.6;8.7;0;0;2009;9;Tuesday;June
9084;0;20.6;64;0;1.6;22.1;9.5;19.9;39.4;0;7;0;0;2009;10;Wednesday;June
